Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station,num_facilities
3.0,2.0,1198,0,,"Apartment / Condominium, For Sale","Swimming Pool, Barbeque area, Security, Playground, Gymnasium, Jogging Track",The Golden Triangle,Gsv Development Sdn Bhd,Freehold,"Jalan Paya Terubong, Off Jalan Dato Ismail Hashim, Relau, Penang",2021.0,22.0,406.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,500000,0,0,,6
4.0,3.0,1750,0,,"Apartment / Condominium, For Sale",-,The Peak Residences,Ivory Properties Group Sdn Bhd,Freehold,"Off Jalan Mount Erskine, Tanjong Tokong, Penang",2013.0,38.0,203.0,Condominium,3.0,High,Non Bumi Lot,E,,0,0,,0,1050000,0,0,,1
3.0,2.0,960,0,,"Apartment / Condominium, For Sale","Parking, Minimart, Playground, Gymnasium, Jogging Track, Security, Swimming Pool, Tennis Court, Lift, Sauna, Barbeque area",Forest Green,Shl Consolidated Berhad,Freehold,"Jalan Sungai Long, Bandar Sungai Long, Kajang, Selangor",2000.0,12.0,480.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,,0,340000,0,0,,11
3.0,2.0,1160,0,,"Apartment / Condominium, For Sale","Parking, Security, Jogging Track, Swimming Pool, Gymnasium, Tennis Court, Lift",Gurney Villa,-,Freehold,"No. 130, Jalan KelaweI, Off Gurney Drive, Georgetown, Penang",1996.0,18.0,68.0,Apartment,2.0,Medium,Non Bumi Lot,E,,0,0,,0,890000,0,0,,7
3.0,2.0,805,0,,"Apartment / Condominium, For Sale","Security, Minimart, Parking, Lift",Pangsapuri Salvia,-,Leasehold,"Jalan Kenyalang 11/3, Kota Damansara, Selangor",2005.0,6.0,480.0,Condominium,1.0,Low,Bumi Lot,E,,0,0,,0,317000,0,0,,4
4.0,2.0,1474,0,,"Apartment / Condominium, For Sale","Gymnasium, Multipurpose hall, Security, Playground, Minimart, Jogging Track, Barbeque area, Swimming Pool",Alpine Tower,Ijm Land Berhad,Leasehold,"Tingkat Bukit Jambul 1, Bukit Jambul Indah, Bukit Jambul, Penang",2004.0,23.0,173.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,700000,0,0,,8
3.0,2.0,969,0,,"Apartment / Condominium, For Sale","Parking, Security, Minimart, Swimming Pool, Jogging Track",Kondominium Kristal,Worldwide Holdings,Leasehold,"Jalan Pualam 7/32, Seksyen 7, Shah Alam, Selangor",2006.0,12.0,260.0,Condominium,1.0,Medium,Bumi Lot,VEPM,,0,0,,0,370000,0,0,,5
3.0,2.0,774,0,,"Apartment / Condominium, For Sale","Tennis Court, Gymnasium, Parking, Security, Playground, Squash Court, Jogging Track, Swimming Pool, Minimart",Shamelin Star,Landmark Zone Sdn. Bhd.,Leasehold,"Jalan 4/91, Taman Shamelin Perkasa, Cheras, Kuala Lumpur",2016.0,36.0,630.0,Service Residence,1.0,Medium,Non Bumi Lot,E,,0,0,,0,530000,0,0,LRT Station Pandan Jaya (Ampang Line),9
3.0,2.0,825,0,Sunway Geo Avenue,"Apartment / Condominium, For Sale","Gymnasium, Security, Playground, Swimming Pool, Multipurpose hall, Lift",Lagoon Perdana,Wonderful Insights Sdn Bhd,Leasehold,"Jalan PJS 9/1, Bandar Sunway, Petaling Jaya, Selangor",2021.0,22.0,359.0,Apartment,1.0,-,Non Bumi Lot,E,Bus Stop at Jalan PJS 7/8,0,0,,0,170000,0,0,,6
3.0,2.0,803,0,,"Apartment / Condominium, For Sale","Jogging Track, Swimming Pool, Security, Playground, Multipurpose hall, Gymnasium",Perdana Park,Low Yat Group,Leasehold,"Pinggiran Lembah Hijau 7, Bandar Tasik Puteri, Rawang, Selangor",2021.0,22.0,203.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,185000,0,0,,6
3.0,2.0,1050,0,,"Apartment / Condominium, For Sale","Lift, Barbeque area, Sauna, Minimart, Tennis Court, Swimming Pool, Squash Court, Playground, Gymnasium, Parking, Security",Cyberia Crescent 2,Paramoden (Mk Land),Freehold,"Jalan Fauna 1, OFF Persiaran Ceria, Cyberjaya, Selangor",2007.0,10.0,102.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,,0,240000,0,0,,11
3.0,2.0,1079,0,Gem In Mall,"Apartment / Condominium, For Sale","Gymnasium, Parking, Playground, Barbeque area, Security, Swimming Pool, Club house, Minimart, Tennis Court",Cyberia SmartHomes,Paramoden (Mk Land),Freehold,"Persiaran Multimedia, Cyberjaya, Selangor",2002.0,22.0,1188.0,Condominium,1.0,-,Non Bumi Lot,E,"Bus Stop at Persiaran Multimedia 1
Bus Stop at Jalan Fauna 1
Bus Stop at University bus stop
Bus Stop at Persiaran Ceria",0,0,"Sekolah Kebangsaan Cyberjaya
Sekolah Menengah Kebangsaan Cyberjaya
King Henry VIII College
ELC International School",0,220000,0,0,,9
1.0,1.0,452,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Playground, Gymnasium, Security, Swimming Pool, Barbeque area, Parking, Lift",Galleria Equine Park,Global Oriental Berhad,Leasehold,"Off Persiaran Equine Perdana, Equine Park, Seri Kembangan, Selangor",2016.0,18.0,504.0,Service Residence,2.0,Medium,Non Bumi Lot,-,Bus Stop at Persiaran Lestari Perdana 1,0,0,Alice Smith School,0,252000,0,0,,8
3.0,2.0,932,0,AEON Mall Shah Alam,"Apartment / Condominium, For Sale","Parking, Minimart, Gymnasium, Security, Playground, Tennis Court, Swimming Pool",Puri Aiyu,Crosshill Sdn Bhd,Freehold,"No. 50, Jalan Jubli Perak 22/1, Section 22, Shah Alam, Selangor",2006.0,15.0,464.0,Apartment,1.0,Medium,Non Bumi Lot,E,"Bus Stop at Federal Highway 4
Bus Stop at Batu Tiga Federal Highway
Bus Stop at Jalan Batu Tiga Lama 3
Bus Stop at Lorong Intan 2
Bus Stop at Seksyen 15 (Timur)
Bus Stop at Persiaran Teknologi 1
Bus Stop at Persiaran Teknologi 2
Bus Stop at Persiaran Jubli Perak 5",0,0,Sekolah Kafa Integrasi Nurul Hidayah,0,350000,0,0,KTM Station Batu Tiga (Komuter Tanjung Malim-Pelabuhan Klang),7
3.0,2.0,1062,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall",Pangsapuri Melur (Sentul),Kejuruteraan Bintai Kindenko Sdn Bhd (89776-P),Leasehold,"Jalan 2/48A, Sentul Perdana, Bandar Baru Sentul, Sentul, Kuala Lumpur",2006.0,21.0,800.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,339999,0,0,,8
3.0,3.0,1409,0,,"Apartment / Condominium, For Sale","Security, Playground, Swimming Pool, Gymnasium, Squash Court, Minimart, Parking",Middleton @ Minden Heights,Bsg Property,Freehold,"Minden Heights, Gelugor, Penang",2019.0,26.0,220.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1150000,0,0,,7
2.0,1.0,581,0,Sunway Pyramid Mall,"Apartment / Condominium, For Sale","Jogging Track, Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Greenfield Residence, Bandar Sunway",Cicet Asia Development,Leasehold,"Lot 62161, Jalan PJS 8/15, PJS 8, Bandar Sunway, Bandar Sunway, Selangor",2021.0,36.0,816.0,Service Residence,1.0,High,Non Bumi Lot,E,"Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Jalan PJS 7/11
Bus Stop at Jalan PJS 11/15
Bus Stop at Federal Highway Motorcycle Lane 5",0,0,"Sekolah Kebangsaan Kampung Lindungan
Sekolah Jenis Kebangsaan (T) Seaport
Sri Emas International School
Sekolah Kebangsaan Sungei Way",0,520000,0,0,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),8
4.0,2.0,1139,0,,"Apartment / Condominium, For Sale","Barbeque area, Parking, Security, Playground, Swimming Pool, Gymnasium",KiPark Selayang,Kip Group,Freehold,"Persiaran 3, Bandar Baru Selayang, Selayang, Selangor",2008.0,12.0,196.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,,0,390000,0,0,,6
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Playground, Minimart",Taman Bukit Jambul,-,Leasehold,"Jalan Bukit Gambier, Kampung Seberang Paya,, Bayan Lepas, Penang",1985.0,17.0,1296.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,198000,0,0,,3
4.0,2.0,1550,0,KL East Mall,"Apartment / Condominium, For Sale","Jogging Track, Playground, Security, Parking, Minimart, Swimming Pool, Gymnasium",Platinum Hill PV 8,Platinum Victory Development Sdn Bhd,Freehold,"Melati Utama 3, Melati Utama, Setapak, Kuala Lumpur",2010.0,22.0,600.0,Condominium,2.0,High,Bumi Lot,E,,0,0,"SK Taman Melati
SMK Taman Melati
Sekolah Rendah Agama Falahiah",0,635000,0,0,LRT Station Taman Melati (Kelana Jaya Line),7
3.0,2.0,950,0,,"Apartment / Condominium, For Sale","Swimming Pool, Jogging Track, Parking, Lift, Security, Playground, Minimart",Symphony Heights (Simfoni Heights),Daya Niaga,Leasehold,"Jalan Medan Selayang 2, Kawasan Industri Batu Cave, Batu Caves, Selangor",2011.0,29.0,1709.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Jenis Kebangsaan(C) Kheow Bin
Sekolah Kebangsaan (1) Taman Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Jenis Kebangsaan (T) Batu Caves",0,310000,0,0,KTM Station Batu Caves (Komuter Seremban Line),7
3.0,4.0,2044,0,,"Apartment / Condominium, For Sale","Gymnasium, Security",Jade Residence,-,Leasehold,"Jalan Bantayan, Kota Kinabalu, Sabah",2014.0,22.0,135.0,Condominium,2.0,Low,Non Bumi Lot,E,,0,0,,0,1250000,0,0,,2
4.0,3.0,1646,0,,"Apartment / Condominium, For Sale","Gymnasium, Multipurpose hall, Security, Barbeque area, Sauna, Swimming Pool, Playground",Grace Residence,Nova Mulia Development Sdn Bhd,Freehold,"Jalan Jelutong, Off Tun Dr. Lim Chong Eu Hwy, Jelutong, Penang",2018.0,44.0,378.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,1150000,0,0,,7
3.0,2.0,1033,0,,"Apartment / Condominium, For Sale","Gymnasium, Barbeque area, Jogging Track, Parking, Playground, Security, Multipurpose hall",86 Avenue Residence,Yuan Seng Building Trading,Freehold,"Lengkok Perak Off Lorong Perak, Georgetown, Penang",2014.0,18.0,96.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,680000,0,0,,7
3.0,2.0,712,0,,"Apartment / Condominium, For Sale","Minimart, Parking, Swimming Pool, Security, Playground, Jogging Track",Suria Kinrara,Ijm Land Berhad,Leasehold,"Persiaran Kinrara, Bandar Kinrara, Bandar Kinrara, Selangor",2010.0,22.0,480.0,Service Residence,2.0,-,Non Bumi Lot,E,,0,0,,0,160000,0,0,,6
3.0,2.0,932,0,IPC Shopping Centre,"Apartment / Condominium, For Sale","Parking, Security, Minimart, Swimming Pool",Pelangi Damansara,Mkh Berhad,Leasehold,"Persiaran Surian, Mutiara Damansara, Kota Damansara, Selangor",2003.0,17.0,2240.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Menengah Kebangsaan Bandar Utama Damansara (4)
Sekolah Kebangsaan Bandar Utama Damansara (4)",0,399000,0,0,MRT Station Mutiara Damansara (MRT Sungai Buloh-Kajang Line),4
4.0,2.0,1228,0,,"Apartment / Condominium, For Sale","Gymnasium, Parking, Swimming Pool, Playground, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Security",The Zizz,Jaya Megah Building & Engineering,Leasehold,"Jalan PJU 10/1A, Damansara Damai, Selangor",2019.0,26.0,618.0,Service Residence,2.0,-,Non Bumi Lot,E,"Bus Stop at Apartment Lestari
Bus Stop at SK Damansara Damai 1 2
Bus Stop at SK Damansara Damai 1 1",0,0,,0,550000,0,0,MRT Station Damansara Damai (MRT Putrajaya Line),11
4.0,2.0,1062,0,,"Apartment / Condominium, For Sale","Security, Swimming Pool, Minimart, Playground, Lift, Tennis Court, Multipurpose hall, Parking",Casa Subang,Casa Andaman Sdn Bhd,Freehold,"Jalan Subang 1, Subang Light Industrial Park, Subang Jaya, Selangor",2005.0,25.0,588.0,Service Residence,2.0,-,Non Bumi Lot,E,"Bus Stop at Persiaran Subang Permai
Bus Stop at Jalan USJ 1/19
Bus Stop at LRT USJ 7",0,0,"Monash University Malaysia Campus
UCSI International School
Sekolah Kebangsaan Sri Subang Jaya",0,369999,0,0,LRT Station USJ7 (Kelana Jaya Line),8
3.0,2.0,995,0,The Summit USJ,"Apartment / Condominium, For Sale","Jogging Track, Barbeque area, Sauna, Club house, Gymnasium, Squash Court, Minimart, Tennis Court",Impian Meridian,Osk Property Holdings Berhad,Freehold,"Jalan Subang 1, USJ 1, Subang Jaya, Selangor",2009.0,22.0,521.0,Condominium,2.0,-,Non Bumi Lot,E,"Bus Stop at Persiaran Subang Permai
Bus Stop at LRT USJ 7
Bus Stop at Jalan USJ 1/19",0,0,"Sekolah Kebangsaan Sri Subang Jaya
Monash University Malaysia Campus
UCSI International School
Sekolah Kebangsaan USJ 2
Sekolah Menengah Kebangsaan Subang Jaya
Sekolah Kebangsaan Seafield",0,420000,0,0,LRT Station USJ7 (Kelana Jaya Line),8
3.0,2.0,811,0,,"Apartment / Condominium, For Sale","Minimart, Parking, Security, Barbeque area, Playground",SD Apartments,Land & General Berhad,Freehold,"Persiaran Meranti, PJU 9, Bandar Sri Damansara, Selangor",1996.0,4.0,368.0,Apartment,2.0,-,Non Bumi Lot,E,Bus Stop at SD Apartment,0,0,,0,239999,0,0,,5
3.0,2.0,771,0,,"Apartment / Condominium, For Sale",-,Mentari Court,Mentari Group,Leasehold,"Jalan PJS8/9, Petaling Jaya, Selangor",2006.0,18.0,200.0,Apartment,2.0,-,Non Bumi Lot,E,"Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Federal Highway Motorcycle Lane 5",0,0,"Sri Emas International School
Sekolah Kebangsaan Kampung Lindungan
Sekolah Kebangsaan Sungei Way",0,250000,0,0,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),1
3.0,2.0,1200,0,,"Apartment / Condominium, For Sale","Playground, Parking, Barbeque area, Sauna, Club house, Security, Gymnasium, Squash Court",Aman Heights,Premier Consortium,Freehold,"Jalan Bersatu, Section 5, Taman Bukit Serdang, Seri Kembangan, Selangor",2008.0,27.0,798.0,Condominium,2.0,Medium,Bumi Lot,E,,0,0,Sekolah Menengah Kebangsaan Seri Kembangan,0,330000,0,0,,8
3.0,2.0,721,0,Plaza OUG,"Apartment / Condominium, For Sale","Parking, Minimart, Playground, Jogging Track","Mutiara Apartment, Old Klang Road",-,Leasehold,"Taman Pasir Permata , Batu 5, Jalan Klang Lama, Old Klang Road, Kuala Lumpur",2008.0,15.0,480.0,Apartment,1.0,-,Bumi Lot,E,"Bus Stop Pearl Point
Bus Stop 2 Jalan 1/132
Bus Stop 1 Jalan 1/132
Bus Stop 1 Old Klang Road
Bus Stop Jalan Awan Besar
Bus Stop 2 Old Klang Road
Bus Stop Petalz Residence
Bus Stop Jalan Taman Seri Sentosa
Bus Stop 1 Jalan Hujan Emas",0,0,"SRA Al-Razi
SJK (T) Saraswathy
SK Seri Mega
SMK Petaling",0,229999,0,0,KTM Station Petaling (Komuter Port Klang Line),4
3.0,2.0,1062,0,,"Apartment / Condominium, For Sale",-,Pangsapuri Melur (Sentul),Kejuruteraan Bintai Kindenko Sdn Bhd (89776-P),Leasehold,"Jalan 2/48A, Sentul Perdana, Bandar Baru Sentul, Sentul, Kuala Lumpur",2006.0,21.0,800.0,Apartment,2.0,Medium,Non Bumi Lot,E,,0,0,,0,355000,0,0,,1
3.0,2.0,721,0,Plaza OUG,"Apartment / Condominium, For Sale","Parking, Minimart, Playground, Jogging Track, Lift, Security","Mutiara Apartment, Old Klang Road",-,Leasehold,"Taman Pasir Permata , Batu 5, Jalan Klang Lama, Old Klang Road, Kuala Lumpur",2008.0,15.0,480.0,Apartment,1.0,Medium,Bumi Lot,E,"Bus Stop Pearl Point
Bus Stop 2 Jalan 1/132
Bus Stop 1 Jalan 1/132
Bus Stop 1 Old Klang Road
Bus Stop Jalan Awan Besar
Bus Stop 2 Old Klang Road
Bus Stop Petalz Residence
Bus Stop Jalan Taman Seri Sentosa
Bus Stop 1 Jalan Hujan Emas",0,0,"SRA Al-Razi
SJK (T) Saraswathy
SK Seri Mega
SMK Petaling",0,229999,0,0,KTM Station Petaling (Komuter Port Klang Line),6
3.0,2.0,1144,0,,"Apartment / Condominium, For Sale","Parking, Jogging Track, Swimming Pool",Symphony Heights (Simfoni Heights),Daya Niaga,Leasehold,"Jalan Medan Selayang 2, Kawasan Industri Batu Cave, Batu Caves, Selangor",2011.0,29.0,1709.0,Condominium,1.0,Medium,Bumi Lot,E,,0,0,"Sekolah Jenis Kebangsaan(C) Kheow Bin
Sekolah Kebangsaan (1) Taman Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Jenis Kebangsaan (T) Batu Caves",0,329999,0,0,KTM Station Batu Caves (Komuter Seremban Line),3
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Barbeque area, Playground, Security, Tennis Court",Taman Seri Sari,-,Freehold,"Hilir Paya Terubong 1, Relau, Penang",2001.0,18.0,492.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,273000,0,0,,6
4.0,4.0,3200,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Parking, Security, Gymnasium",Greenlane Heights Block G,-,Freehold,"Jalan Gangsa, Georgetown, Penang",1995.0,6.0,36.0,Condominium,3.0,-,Non Bumi Lot,E,,0,0,,0,1100000,0,0,,5
3.0,2.0,1249,0,,"Apartment / Condominium, For Sale","Sauna, Minimart, Swimming Pool, Gymnasium, Parking, Playground, Security",Waterside Residence,Ijm Land,Freehold,"Jalan Pantai Sinaran, Gelugor, Penang",2020.0,33.0,256.0,Condominium,3.0,-,Non Bumi Lot,E,,0,0,,0,1450000,0,0,,7
3.0,3.0,1459,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Playground, Gymnasium, Squash Court, Security, Minimart",Middleton @ Minden Heights,Bsg Property,Freehold,"Minden Heights, Gelugor, Penang",2019.0,26.0,220.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1500000,0,0,,7
2.0,2.0,900,0,1 Mont Kiara,"Apartment / Condominium, For Sale","Parking, Squash Court, Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Sauna, Lift",i-Zen @ Kiara 1,Ireka Development,Freehold,"No. 1, Jalan Kiara, Mont Kiara, Mont Kiara, Kuala Lumpur",2008.0,35.0,302.0,Condominium,1.0,-,Non Bumi Lot,E,"Bus Stop 1 Mont Kiara
Bus Stop Shoplex Mont Kiara
Bus Stop Arcoris
Bus Stop Plaza Damas
Bus Stop Plaza Crystelville
Bus Stop Mont Kiara International School
Bus Stop Garden International School
Bus Stop Lanai Kiara (Opp)
Bus Stop Casa Kiara
Bus Stop Taman Sri Hartamas
Bus Stop Hab Desa Sri Hartamas
Bus Stop Residensi Sefina
Bus Stop Desa Sri Hartamas (2)
Bus Stop Trinity Pentamont
Bus Stop Mont Kiara Banyan
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Impian Villas",0,0,"SK Seri Hartamas
Mont Kiara International School
Garden International School",0,720000,0,0,,9
1.0,1.0,388,0,,"Apartment / Condominium, For Sale","Parking, Minimart, Security, Lift",Meridin Medini,Mah Sing Group Berhad,Leasehold,"Jalan Legoland Bandar Medini Iskandar Malaysia, Iskandar Puteri, Johor",2017.0,36.0,756.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,,0,238000,0,0,,4
3.0,2.0,1036,0,,"Apartment / Condominium, For Sale","Barbeque area, Sauna, Swimming Pool, Gymnasium, Club house, Security, Multipurpose hall, Jogging Track, Playground",Setia Sky Ville,Kay Pride Sdn Bhd (S P Setia Bhd Group),Freehold,"Lorong Slim, Jelutong, Penang",2021.0,33.0,550.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,688000,0,0,,9
3.0,2.0,830,0,,"Apartment / Condominium, For Sale","Security, Playground, Parking, Minimart, Swimming Pool, Lift",Vista Impiana,Lbs Bina Group Berhad,Leasehold,"Jalan Bukit Serdang 10/2, Taman Bukit Serdang, Seri Kembangan, Selangor",2004.0,21.0,480.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,190000,0,0,,6
4.0,2.0,833,0,,"Apartment / Condominium, For Sale","Security, Barbeque area, Minimart, Playground, Swimming Pool, Parking, Club house, Lift",Villa Krystal,Orando Holdings Sdn Bhd,Freehold,"Jalan Silat Lincah, Bandar Selesa Jaya, Johor Bahru, Johor",2017.0,20.0,480.0,Apartment,2.0,-,Non Bumi Lot,E,,0,0,,0,238000,0,0,,8
3.0,2.0,1023,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Residensi Zamrud,Cheras Hong Soon Development Sdn. Bhd.,Freehold,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",2019.0,22.0,1200.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,300000,0,0,,14
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Jogging Track, Swimming Pool, Security, Barbeque area, Gymnasium, Multipurpose hall, Playground, Parking, Lift",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29.0,480.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,320000,0,0,,9
3.0,2.0,860,0,,"Apartment / Condominium, For Sale","Playground, Parking, Security, Gymnasium, Minimart, Swimming Pool, Sauna, Lift, Multipurpose hall",Residensi Permai,Top Home Builder Development,Freehold,"Jalan HP3, Bandar Teknologi Kajang, Semenyih, Selangor",2020.0,17.0,299.0,Condominium,2.0,Low,Non Bumi Lot,E,,0,0,,0,320000,0,0,,9
3.0,2.0,1010,0,,"Apartment / Condominium, For Sale","Swimming Pool, Gymnasium, Parking, Security",Summer Place,Jelutong Development Sdn. Bhd. (Ijm Land),Leasehold,"Lebuh Sungai Pinang 8, Jelutong, Georgetown, Penang",2011.0,22.0,531.0,Condominium,2.0,-,Non Bumi Lot,-,,0,0,,0,680000,0,0,,4
3.0,2.0,1050,0,,"Apartment / Condominium, For Sale","Security, Gymnasium, Multipurpose hall, Club house, Parking, Playground, Swimming Pool, Lift, Minimart",Bayu @ Pandan Jaya,Melati Ehsan Group,Leasehold,"Persiaran Pandan 3, Pandan Jaya, Kuala Lumpur",2015.0,12.0,280.0,Condominium,2.0,Medium,Non Bumi Lot,E,"Bus Stop KL872 Taman Shamelin Perkasa (Utara)
Bus Stop KL378 Wisma Sistem 2
Bus Stop KL377 Tmn Maluri (Timur)
Bus Stop KL376 Pusat Perdagangan Tmn Maluri
Bus Stop KL371 Tmn Maluri (Timur)
Bus Stop KL375 Wisma Mahkota",0,0,"SMK Pandan Jaya
Sekolah Kebangsaan Cheras Indah",0,418000,0,0,"LRT Station Pandan Jaya (Ampang Line)
LRT Station Pandan Indah (Ampang Line)",9
3.0,2.0,1010,0,,"Apartment / Condominium, For Sale","Swimming Pool, Gymnasium, Parking, Security",Summer Place,Jelutong Development Sdn. Bhd. (Ijm Land),Leasehold,"Lebuh Sungai Pinang 8, Jelutong, Georgetown, Penang",2011.0,22.0,531.0,Condominium,2.0,-,Non Bumi Lot,-,,0,0,,0,680000,0,0,,4
3.0,2.0,1050,0,,"Apartment / Condominium, For Sale","Security, Gymnasium, Multipurpose hall, Club house, Parking, Playground, Swimming Pool, Lift, Minimart",Bayu @ Pandan Jaya,Melati Ehsan Group,Leasehold,"Persiaran Pandan 3, Pandan Jaya, Kuala Lumpur",2015.0,12.0,280.0,Condominium,2.0,Medium,Non Bumi Lot,E,"Bus Stop KL872 Taman Shamelin Perkasa (Utara)
Bus Stop KL378 Wisma Sistem 2
Bus Stop KL377 Tmn Maluri (Timur)
Bus Stop KL376 Pusat Perdagangan Tmn Maluri
Bus Stop KL371 Tmn Maluri (Timur)
Bus Stop KL375 Wisma Mahkota",0,0,"SMK Pandan Jaya
Sekolah Kebangsaan Cheras Indah",0,418000,0,0,"LRT Station Pandan Jaya (Ampang Line)
LRT Station Pandan Indah (Ampang Line)",9
3.0,2.0,860,0,,"Apartment / Condominium, For Sale","Lift, Parking, Security, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track",Permai Ria (Jalan Ipoh),Ribar Permai Development Sdn Bhd,Leasehold,"Jalan 1/18D,, Jalan Ipoh, Kuala Lumpur",1998.0,9.0,378.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,,0,258000,0,0,,8
4.0,2.0,1184,0,,"Apartment / Condominium, For Sale","Parking, Gymnasium, Tennis Court, Security, Squash Court, Sauna, Lift, Minimart, Playground, Swimming Pool",Platinum Splendor Residensi Semarak,Platinum Victory Development Sdn Bhd,Leasehold,"Jalan Semarak, Kampung Padang Tembak, Bukit Keramat, Keramat, Kuala Lumpur",2020.0,32.0,2000.0,Condominium,2.0,Medium,Bumi Lot,E,"Bus Stop PPR Sungai Bonus
Bus Stop Flat Sg Bonos",0,0,"Sekolah Menengah Kebangsaan Padang Tembak
Sekolah Kebangsaan Padang Tembak
Sekolah Kebangsaan Kementah
Sekolah Kebangsaan Seri Bonus",0,500000,0,0,,10
